(Click me, if I am too big copy and paste me into a spreadsheet or text editor)
		OBJECT NAME	LIGHTMAP INDEX	STATIC	OVERLAPPING SUBMESHES	OUT-OF-BOUNDS UVs	NUM MATS	MATERIAL	WARNINGS
		Map_ChenXGD_Worn02_01_Stc (541 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_Stc (152 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_Stc (152 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_01_Stc (541 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_01_Stc (541 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_01_Stc (541 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_01_Stc (541 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_01_Stc (541 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_01_Stc (541 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_Stc (152 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_01_Stc (541 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_Stc (152 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_01_Stc (541 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_Stc (152 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn02_Stc (152 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn02_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
	SGAME/SGAME_Scene_01 (2582 verts): 
		Map_ChenXGD_Worn03_01_Stc (306 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_Stc (456 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_Stc (456 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_01_Stc (306 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_01_Stc (306 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_03_Stc (40 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_02_Stc (36 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_Stc (456 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_04_Stc (36 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_02_Stc (36 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_05_Stc (36 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_03_Stc (40 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_04_Stc (36 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn03_05_Stc (36 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn03_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
	SGAME/SGAME_Scene_01 (3689 verts): 
		Map_ChenXGD_Worn04_39_Stc (40 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_10_Stc (30 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_38_Stc (36 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_07_Stc (259 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_05_Stc (128 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_19_Stc (171 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_26_Stc (36 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_43_Stc (33 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_36_Stc (83 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_21_Stc (83 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_02_Stc (173 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_14_Stc (29 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_15_Stc (26 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_27_Stc (33 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_45_Stc (26 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_28_Stc (33 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_37_Stc (259 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_24_Stc (40 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_12_Stc (33 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_33_Stc (137 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_22_Stc (259 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_29_Stc (29 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_11_Stc (36 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_31_Stc (169 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_30_Stc (26 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_13_Stc (33 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_03_Stc (137 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_17_Stc (173 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_32_Stc (173 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_35_Stc (128 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_40_Stc (30 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_25_Stc (30 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_18_Stc (137 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_42_Stc (33 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_41_Stc (36 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_08_Stc (36 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_04_Stc (171 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_23_Stc (36 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_44_Stc (29 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_09_Stc (40 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn04_34_Stc (171 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn04_06_Stc (89 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn04_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
	SGAME/SGAME_Scene_01 (2498 verts): 
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_Stc (1098 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn05_02_Stc (24 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_02_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_03_Stc (32 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn05_01_Stc (22 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn05_Mat (UnityEngine.Material)] 	
	SGAME/SGAME_Scene_01 (925 verts): 
		Map_ChenXGD_Worn06_01_Stc (122 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn06_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn06_09_Stc (122 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn06_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn06_03_Stc (143 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn06_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn06_04_Stc (143 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn06_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn06_08_Stc (122 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn06_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn06_05_Stc (143 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn06_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn06_07_Stc (65 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn06_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn06_06_Stc (65 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn06_Mat (UnityEngine.Material)] 	
	SGAME/SGAME_Scene_01 (821 verts): 
		Map_ChenXGD_Worn07_01_Stc (129 verts)	-1	True	False	True	1	[Map_ChenXGD_Worn07_Mat (UnityEngine.Material)] 	 [WARNING: has uvs outside the range (0,1) tex is tiled 1x0 times]
		Map_ChenXGD_Worn07_Stc (109 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn07_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn07_04_Stc (274 verts)	-1	False	False	False	1	[Map_ChenXGD_Worn07_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn07_02_Stc (103 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn07_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn07_02_Stc (103 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn07_Mat (UnityEngine.Material)] 	
		Map_ChenXGD_Worn07_02_Stc (103 verts)	-1	True	False	False	1	[Map_ChenXGD_Worn07_Mat (UnityEngine.Material)] 	
	SGAME/SGAME_Scene_leaf (14268 verts): 
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (3) (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] [Common_leaf_Mat 1 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (7) (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] [Common_leaf_Mat 1 (UnityEngine.Material)] 	 [WARNING: Object uses same material on multiple submeshes. This may produce poor results when used with multiple materials or fix out of bounds uvs.]
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 1 (UnityEngine.Material)] 	
	SGAME/SGAME_Scene_leaf (92004 verts): 
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 2 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 2 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 2 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 2 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 2 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 2 (UnityEngine.Material)] 	
		Common_plant04_Pfb (492 verts)	-1	True	False	False	1	[Common_leaf_Mat 2 (UnityEngine.Material)] 	
